id,text,ann1_lv1,ann1_lv2,ann1_lv3,ann2_lv1,ann2_lv2,ann2_lv3,keyword,source,title,label
###,在我们高中，似乎是女生间的霸凌更常见也更不容易解决。如答主所说，男生间的霸凌一般都会诉诸肉体暴力，这种事容易闹大也有一个相对直观的解决方案该记过记过该请家长请家长。而女生之间的小团体要怎么解决呢？难道跑去打报告说我的舍友都排斥我不和我一起吃饭？,1,2,,0,,,儿童,知乎,儿童的严重程度被夸大了吗？,0
###,默克尔是想给移民掺沙子曲线救国，德奸在配合美英把德国往死里整，根子还是在主权瘸腿上。反正必须卖国，这个时候德国就该把政治主权卖给法国，把经济主权大半卖给法国，小半卖给中国。,1,1,,1,3,1,弱势地位群体,知乎,欧洲弱势地位群体问题最终可能会发酵成什么样子？,2
###,感同身受，现在的我就是这样,0,,,0,,,弱势地位群体,知乎,什么样的人容易被人欺负？,0
###,最可笑的是，世界都在为霸凌者辩解最后大家都要劝我善良我凭什么要原谅她们凭什么劝我善良.,1,1,,1,1,,儿童,知乎,被儿童过的人后来都怎么样了？,0
###,哎，就当你们发牢骚吧，年龄越长越觉得这种“烦恼”实在是不可或缺，不然谁知道我谁呢！,0,,,0,,,老人,知乎,为什么现在很多人对家里的老人都感到很反感？,0
###,我理解楼主说的弱肉强食，欺软怕硬，看人下菜碟，可我完全出乎于懒，懒得和她计较，懒得和她争论，我觉得是浪费时间，有那个时间我不如做点我想做的事，懒得搭理她，虽然有时会生气想计较，但又觉得和她争赢了的过程中会无意识变成她那种人。,1,2,,0,,,弱势地位群体,知乎,什么样的人容易被人欺负？,0
###,以前在北京干活都是住地下室的，床水电都自己动手解决，现在建筑民工的待遇应该好点,0,,,0,,,弱势地位群体,知乎,“弱势地位群体”面馆就餐被拒你怎么看？,0
###,痴呆不是你想的那种，连一个正常人的思维逻辑他可能都想不明白，认死理，答主说的没错，你的这番话一听你根本没有和老年痴呆患者长时间共处，不然你会知道他们对于这个世界的理解方式已经改变了，交流都成困难,1,2,,1,2,,老人,知乎,说一说家里有一个老年痴呆症的老人是一种怎样的体验,0
###,你咋那么优秀呢，我就很喜欢你这种回答，,0,,,1,2,,单亲家庭,知乎,好累啊，有没有能接受带个孩子的单亲家庭？,0
###,要不是捡过面包，我就信了！,0,,,0,,,弱势地位群体,知乎,很多下岗职工妻子为生活所迫去卖身，为什么更贫困的农民没有这种现象呢？,0
###,对少数群体的尊重是文明进步社会最重要的标志，没有之一,1,3,2,1,3,2,妇女,知乎,如何看待轮椅上的小仙女陈小平因无障碍坡道坡度太高而导致轮椅侧翻，摔倒后重伤去世一事？,1
###,我以前的学校死了一个人，在学校人很多的那条路上，结果第二天学校老师闭口不谈，就跟这件事没发生过一样。,0,,,0,,,妇女,知乎,大家如何看待太原师范学院「女生自述遭受室友的儿童」事件？,0
###,？所以我们现在有充分的证据认定你是反社会人格了，拷走[生气],1,2,,1,2,,儿童,知乎,蜜雪冰城非法雇佣15岁的辍学女儿童被罚1.25万元，这是帮助了她还是害了她呢？,0
###,这就是回答中提到的社会达尔文主义，这观点认为弱势地位群体最好直接消失，不应该参与任何资源的分配,0,,,0,,,妇女,知乎,如何看待轮椅上的小仙女陈小平因无障碍坡道坡度太高而导致轮椅侧翻，摔倒后重伤去世一事？,0
###,我觉得拿他人长相家世肤色等评头论足甚至嘲笑的人真的很low,1,1,,1,2,,儿童,知乎,儿童的严重程度被夸大了吗？,0
###,所以就是说我国法律不是基于事实和法理还包含政治社会导向原因而错案的翻供不基于新事实的发现而要考虑到司法面子人情关系,1,1,,1,1,,弱势地位群体,知乎,疑似阿里女员工案张某妻子发声「弱势群体不能只看性别，相信法律会还我丈夫一个公道」，事情可能会如何发展？,0
###,学生对学校来说是狗[捂脸],1,1,,1,1,,儿童,知乎,校规「学生打架，被害者一样要受罚」是否具有合理性？如果是，合理在哪方面？,0
###,有一个正义的老师很重要，,1,3,2,1,3,2,儿童,知乎,儿童的严重程度被夸大了吗？,1
###,所以女性越来越优秀，我们就差可以单性繁殖了,1,1,,1,3,1,妇女,知乎,你怎么看微博上「和颐酒店女生遇袭」这件事,0
###,抱抱你，想到了我的妈妈，像她那样尽心尽力的儿媳妇不容易，一样被冤枉偷老人旧衣服[为难为难],0,,,0,,,老人,知乎,为什么现在很多人对家里的老人都感到很反感？,0
###,我们这里扫街的是两种都有的，工资不一样但是是一样的活。,0,,,0,,,弱势地位群体,知乎,你看得起弱势地位群体么？,0
###,作者漏了一个重点：她怀孕早期时知道对方是有老婆的,1,2,,1,1,,单亲家庭,知乎,好累啊，有没有能接受带个孩子的单亲家庭？,0
###,有需求就有市场，有弱势地位群体就有围绕弱势地位群体吃饭的产业,0,,,0,,,弱势地位群体,知乎,中国境内有多少来自他国的弱势地位群体？,0
###,那年代的人吃不上饭都要玩命生，经常饿肚子，为了吃饱饭，全年无休都肯干，现在的年轻人没吃过这种苦，自然也不愿意当牛做马了,1,3,1,1,3,2,弱势地位群体,知乎,中国有 14 亿人，为何工厂还会陷入用工荒？,2
###,有钱会不会快乐我不知道，但是没钱真没觉得能多快乐。尤其看到父母买个必要的取暖设备都要思虑良久怎么会开心，那时候唯一想法就是如果能有很多很多钱我去贩毒都行,0,,,0,,,弱势地位群体,知乎,为什么越长大越难有发自内心的快乐？,0
###,那个眼镜没有良心，所以良心不会迷路。你们那里清洁工都会有另一个人监工,0,,,1,1,,弱势地位群体,知乎,你看得起弱势地位群体么？,0
###,有所打算，随口吐槽一下,0,,,0,,,弱势地位群体,知乎,为什么许多年轻人不喜欢回弱势地位群体过年了？,0
###,你还是学生吧，讲道理我觉得学校比社会仁慈多了，至少我从小到大的学校都没有说把学生当狗的。另外我自己养的狗也不可能因为吵我睡觉就宰了吃。你的说法让我感觉很像小孩假装冷酷的样子,1,2,,1,2,,儿童,知乎,校规「学生打架，被害者一样要受罚」是否具有合理性？如果是，合理在哪方面？,0
###,如果不是低工资大家看不上，这些老大爷大娘连工作机会都没有,1,3,1,1,3,2,弱势地位群体,知乎,你看得起弱势地位群体么？,2
###,她年轻时候不这样，差不多七十岁左右开始才这样,0,,,0,,,老人,知乎,为什么现在很多人对家里的老人都感到很反感？,0
###,我奶奶也是，她非常喜欢说她自己儿女的不是，并且喜欢和我说，我都说了，你不要和我说这些，我耍手机不会听你说话，她还说，我只有出去天天给我传播负能量[衰衰],1,1,,0,,,老人,知乎,为什么现在很多人对家里的老人都感到很反感？,0
###,说社会现象就说社会现象，带啥土木，那帮土木最讨厌“基建狂魔”几个字了，屁“基建狂魔上了地铁还是个“臭工地的离我远点”,1,1,,1,1,,妇女,知乎,如何看待轮椅上的小仙女陈小平因无障碍坡道坡度太高而导致轮椅侧翻，摔倒后重伤去世一事？,0
###,讽刺的是，有些弱势地位群体阶层，自以为考上了985毕业后找到了工作，就完成阶级跨越了，其实你还依然在弱势地位群体阶层，背着巨额房贷为富人打工这才是问题症结所在，有钱人快乐你想象不到，有钱人的阶层，难道是你高考上个好大学就能轻易跨越的？,1,3,1,1,3,1,儿童,知乎,弱势地位群体家的孩子不能拥有娱乐吗？,3
###,人生苦短，得理随和。,1,3,3,0,,,弱势地位群体,知乎,什么样的人容易被人欺负？,0
###,但我朋友是宽容的。没有那么记恨她。,0,,,0,,,老人,知乎,为什么现在很多人对家里的老人都感到很反感？,0
###,预测一波，拘留6个月，派两位法律援助，判一年缓刑一年,0,,,0,,,弱势地位群体,知乎,疑似阿里女员工案张某妻子发声「弱势群体不能只看性别，相信法律会还我丈夫一个公道」，事情可能会如何发展？,0
###,歪楼，有个体会是养育孩子没感觉防老，万事还是要靠自己这是不正常的，我身边正常的，孩子们在外地工作，有的还出国了，人老了有点头疼脑热骨折还是学生每日每夜照顾，这算是好的，要是没身份没地位呢害,1,3,3,1,3,2,老人,知乎,可以强行送老人去养老院吗？,1
###,自己死就好了还非得拉上孩子,1,2,,1,1,,单亲家庭,知乎,好累啊，有没有能接受带个孩子的单亲家庭？,0
###,有钱让你老公给他爸妈在城里买套房，日常花费都你老公出。,0,,,1,3,1,弱势地位群体,知乎,为什么许多年轻人不喜欢回弱势地位群体过年了？,1
###,法律不能维护正义，人民就只能选择回避,1,3,2,1,1,,妇女,知乎,你怎么看微博上「和颐酒店女生遇袭」这件事,0
###,兄弟，都2022年了，还卖读者这种鸡汤小故事，大家又不是没出过国。,0,,,1,2,,弱势地位群体,知乎,“弱势地位群体”面馆就餐被拒你怎么看？,0
###,还有校园里流行的欺凌风气，自以为欺负别人会让自己看起来很牛气（但是这种风气始终没有被根治）,1,3,2,1,3,2,儿童,知乎,儿童的严重程度被夸大了吗？,1
###,不是这首，是国际歌，是真正的那个世界人民大团结的歌。,0,,,0,,,弱势地位群体,知乎,中国有 14 亿人，为何工厂还会陷入用工荒？,0
###,看看红楼梦里的迎春探春对比大概知道了[捂脸捂脸,0,,,0,,,弱势地位群体,知乎,什么样的人容易被人欺负？,0
###,这叫低端产业的外迁[惊喜],1,2,,1,2,,弱势地位群体,知乎,很多下岗职工妻子为生活所迫去卖身，为什么更贫困的农民没有这种现象呢？,0
###,这些骡马不想着上工，这是想要干什么？我都不敢往下想,1,1,,1,1,,弱势地位群体,知乎,中国有 14 亿人，为何工厂还会陷入用工荒？,0
###,知道为什么叫无障碍设施而不叫老龄化设施吗？因为老龄化设施和每个人息息相关而无障碍设施，有些人会默认和自己没关系，可是这种事谁说的一定呢？有些人是又蠢又坏。,1,2,,1,2,,妇女,知乎,如何看待轮椅上的小仙女陈小平因无障碍坡道坡度太高而导致轮椅侧翻，摔倒后重伤去世一事？,0
###,老师哪个不是嫌贫爱富还真不是~,0,,,0,,,儿童,知乎,弱势地位群体家的孩子不能拥有娱乐吗？,0
###,我觉得你说的很有道理，但是要在一个大的环境下才能实现。整个社会都默认男女平等(家产的继承平分在这个前提下，估计会有不少女性愿意平分房子，车子，生活费，然后平分话语权。,1,3,2,1,3,2,妇女,知乎,妇女如何在一段处于弱势地位的婚姻中为自己争取最大化利益？,1
###,越长大越没那么容易快乐是跟人对世界的认知有关但不同意举的弱势地位群体和富人的那个例子因为你看到的只是他们生活的一面,1,3,1,1,3,2,弱势地位群体,知乎,为什么越长大越难有发自内心的快乐？,2
###,社会太冷漠了,1,3,2,1,1,,妇女,知乎,你怎么看微博上「和颐酒店女生遇袭」这件事,0
###,打零工为啥不能是事业呢，德国缺的本来就是这种打散工的低端劳动力啊，如果你说他们在工厂里当工程师，那德国人自己干什么？,0,,,1,3,1,弱势地位群体,知乎,欧洲弱势地位群体问题最终可能会发酵成什么样子？,1
###,人不是孤岛，国境不是天谴，如果周边有穷的当裤子的国家，必然会影响经济发展，甚至是无底洞，要解决还是要帮助他们统一。,1,3,1,1,3,2,弱势地位群体,知乎,中国境内有多少来自他国的弱势地位群体？,2
###,你是什么妖怪,1,2,,1,2,,弱势地位群体,知乎,你看得起弱势地位群体么？,0
###,高，实在是高[赞],1,2,,0,,,儿童,知乎,蜜雪冰城非法雇佣15岁的辍学女儿童被罚1.25万元，这是帮助了她还是害了她呢？,0
###,说的很好啊。只有这句却忘了告诉弱势地位群体：不要崩溃，不要放弃，要维持情绪稳定，维持高昂的士气不是忘了告诉，而是要么不想告诉，要么告诉也没用,1,3,1,1,3,1,儿童,知乎,弱势地位群体家的孩子不能拥有娱乐吗？,3
###,强者有资本，弱势地位群体有吗？强者对别人善良就是，真的善良。弱势地位群体对别人善良会被当成，懦弱，好欺负。,1,3,1,1,3,2,弱势地位群体,知乎,什么样的人容易被人欺负？,2
###,“如果不是每天锻炼身体，会活的更加艰难，我的目标就是每天活着看到这眼泪掉下来…感觉自己幸运又浪费人生…明明有那样努力活着的人…,0,,,0,,,伤残人员,知乎,失去下肢是怎么生存的？,0
###,可能是这个世界上的诱惑太多了，我们很难不被侵蚀，永远人外有人天外有天。如果这个社会没有那么透明，你不知道自己过的不好，是不是也就少了很多烦恼有时候真的跟自己比就好了，没有自甘堕落，没有违法犯罪，心理踏实，开开心心的生活就行了，人生苦短，百年世事一场梦！我等庸人何必自寻烦恼。,1,3,4,0,,,儿童,知乎,弱势地位群体家的孩子不能拥有娱乐吗？,0
###,因为被批捕又无罪，就要有人担责,0,,,0,,,弱势地位群体,知乎,疑似阿里女员工案张某妻子发声「弱势群体不能只看性别，相信法律会还我丈夫一个公道」，事情可能会如何发展？,0
###,看问题描述，应该是打牌打麻将带点钱的那种，严格意义上是赌博，但通常一局三十五十的。,0,,,0,,,儿童,知乎,弱势地位群体家的孩子不配旅游吗？,0
###,坏人不一定都被惩罚，一定教育下一代自己要强大。,1,3,2,1,3,2,儿童,知乎,被儿童过的人后来都怎么样了？,1
###,确实这样，有些人享受在编的福利，拿出一小部份工资，雇老年人，残疾人去做环卫工作。,0,,,0,,,弱势地位群体,知乎,你看得起弱势地位群体么？,0
###,收藏了，多看几遍。一直都觉得挺烦恼的，为啥，对人客客气气的，换不来同等的尊重,1,2,,0,,,弱势地位群体,知乎,什么样的人容易被人欺负？,0
###,要是每一个受害者都有勇气和能力让那些人消停下来，这种人就会慢慢消失。受害者们起码在中国你们真的可以靠自己父母老师甚至是法律来保护自己，勇敢一点吧,1,3,2,1,3,2,儿童,知乎,被儿童过的人后来都怎么样了？,1
###,信任危机还是到来了,1,3,2,1,3,2,儿童,知乎,蜜雪冰城非法雇佣15岁的辍学女儿童被罚1.25万元，这是帮助了她还是害了她呢？,1
###,是得，敢公然违法用工的发达经济体只有这么一家了吧？,1,1,,1,1,,弱势地位群体,知乎,中国有 14 亿人，为何工厂还会陷入用工荒？,0
###,技术含量太低该啊,0,,,0,,,弱势地位群体,知乎,你看得起弱势地位群体么？,0
###,我骨折后去医院，医生说女的不能滑板要去跳舞,0,,,0,,,妇女,知乎,为什么很多妇女自己身为女人却依然重男轻女？,0
###,额我没有查过数据对不对。但我想说的是现在上高中很难（不是职高因为分流了。,0,,,0,,,弱势地位群体孩子,知乎,如何评价《现实是有 63% 的弱势地位群体孩子一天高中都没上过，怎么办？》一文？,0
###,还有这么多赞？第一句我就看不下去，弱势地位群体沉迷游戏，那是因为游戏是最便宜的娱乐！吃喝嫖赌那是要花钱的。不说什么大道理，就我儿子，只有我有空带他出去玩，他天天乐的跟猴子一样。不管带他去滑冰，游泳还是逛博物馆海底世界，哪怕去体育场转一圈都开心的很。但是我没空没时间的时候，他就喜欢看电视。,0,,,1,3,2,儿童,知乎,弱势地位群体家的孩子不能拥有娱乐吗？,0
###,我也气真他妈的气普通人做什么可以改变这个caodan的现状呢哪怕只是一点点,1,3,3,1,3,3,弱势地位群体,知乎,多地禁止 60 岁以上男性及 50 岁以上妇女从事建筑作业，超龄弱势地位群体未来路在何方？,0
###,人家那么多自信，谁相信你说，百姓有那么悲惨，哈哈哈飙泪笑飙泪笑飙泪笑],1,2,,1,2,,弱势地位群体,知乎,很多下岗职工妻子为生活所迫去卖身，为什么更贫困的农民没有这种现象呢？,0
###,如果是我，他干第一件事的时候，我估计没脑子的上来抽他，然后就被记过,0,,,0,,,儿童,知乎,被儿童过的人后来都怎么样了？,0
###,希望这些事都可以被更多人看到！如果正义不能按时到达，也不要缺席！,0,,,1,3,4,妇女,知乎,大家如何看待太原师范学院「女生自述遭受室友的儿童」事件？,0
###,他父亲估计心里更苦。老人年纪也大了，以后老人怎么也需要人照顾啊，希望当地民政局，残联可以扶持下。太不容易了。,1,3,3,1,3,3,伤残人员,知乎,失去下肢是怎么生存的？,0
###,所以这个人还告诉我们交友要慎重,0,,,0,,,伤残人员,知乎,失去下肢是怎么生存的？,0
###,不排除你说的这个因素，但是最主要的原因，是查出真相的难度相当大，需要支付的各类成本也相当高。这不是为校长们开脱，不作为同样是失职。只是说，现实困难比你想象的复杂的多。把很多社会问题的根源归结为管理者是丧尽天良的【坏人】是肤浅的，认为换一个【好人】或者起码【不那么坏的人】就能解决问题属于痴心妄想。,1,3,2,1,3,2,儿童,知乎,校规「学生打架，被害者一样要受罚」是否具有合理性？如果是，合理在哪方面？,1
###,我们嘲笑美军坦克用的是黑蜀黍人肉装弹机，但是要把那些黑蜀黍扔进我们的工厂，他们还会觉得去给坦克装填弹药是个美差。生产力发展了，我们的工作时间更长了而且工资更低了[大哭],1,1,,1,3,2,弱势地位群体,知乎,中国有 14 亿人，为何工厂还会陷入用工荒？,0
###,用录音笔，然后报警，让他们赔偿精神损失,1,3,2,1,3,2,儿童,知乎,被儿童过的人后来都怎么样了？,1
###,之前在快手上看到过很多女孩子都跑过去找他然后再直播最后吸粉分手,1,2,,0,,,伤残人员,知乎,失去下肢是怎么生存的？,0
###,好烦我现在工作地方有个员工天天试探我底线，各种莫名赛脸，和他一起工作特别负能量，还喜欢使唤人仗着她是老员工，为了生活天天忍,1,1,,0,,,弱势地位群体,知乎,什么样的人容易被人欺负？,0
###,抱抱学妹，很不幸焦虑真的可能成为常态，最终只能自愈，但我很愿意为你加油,1,3,3,1,3,3,弱势地位群体,知乎,弱势地位群体家庭第一代大学生艰难吗？,0
###,有点担心答主是不是过多暴露了自己的信息。一定要先保护好自己,0,,,1,3,2,妇女,知乎,大家如何看待太原师范学院「女生自述遭受室友的儿童」事件？,0
###,我们方方面面的基础设施风格可以概括为“有是有的，不用心”,1,1,,1,1,,妇女,知乎,如何看待轮椅上的小仙女陈小平因无障碍坡道坡度太高而导致轮椅侧翻，摔倒后重伤去世一事？,0
###,恰恰相反，生于忧患死于安乐，人类本质上就是基因的载体容器，斗争只会推动人类进步，让优胜者的强大基因淘汰掉失败者的劣质基因，物竞天择，人类生存的意义和唯一的使命就是斗争,0,,,0,,,弱势地位群体,知乎,什么样的人容易被人欺负？,0
###,老实人容易被欺负,1,1,,1,3,1,弱势地位群体,知乎,什么样的人容易被人欺负？,2
###,可就是玩同一个电子游戏，弱势地位群体和富人看到的画面和听到的声音都不一样！配置越高画面越好，喇叭越多定位越好。沙发越大越舒服，家里玩空气比网吧那是强多了,1,3,1,1,3,2,儿童,知乎,弱势地位群体家的孩子不能拥有娱乐吗？,2
###,最可怕的是，当一个孩子成为了校园暴力的施暴者，引起了他家长的重视，引起了他学校的察觉，家长往往会认为自己的孩子是被逼无奈，是受了天大的委屈才会打人的。进而开始重视的家长成为了施暴者的保护伞，开始察觉的学校选择了不作为,1,3,2,1,3,2,儿童,知乎,儿童的严重程度被夸大了吗？,1
###,卧槽，你这简直就是杀人诛心啊,1,3,3,0,,,单亲家庭,知乎,好累啊，有没有能接受带个孩子的单亲家庭？,0
###,大大，能约稿吗？私信没开,0,,,0,,,弱势地位群体,知乎,你看得起弱势地位群体么？,0
###,你以为有钱人很快乐吗？你错了，有钱人的快乐，你根本想象不到,0,,,0,,,儿童,知乎,弱势地位群体家的孩子不能拥有娱乐吗？,0
###,你说的对，垃圾桶里面确实只有垃圾[思考],1,2,,1,2,,妇女,知乎,大家如何看待太原师范学院「女生自述遭受室友的儿童」事件？,0
###,老头手脚麻利，可以独立生活的呀,0,,,1,3,2,老人,知乎,可以强行送老人去养老院吗？,0
###,以前我姐每到冬天回老家必感冒，我还笑话她。后来就轮到我了,0,,,0,,,弱势地位群体,知乎,为什么许多年轻人不喜欢回弱势地位群体过年了？,0
###,作为农民工一员，这个没毛病[赞],0,,,0,,,弱势地位群体,知乎,“弱势地位群体”面馆就餐被拒你怎么看？,0
###,墨西哥好歹有不少德裔,0,,,0,,,弱势地位群体,知乎,欧洲弱势地位群体问题最终可能会发酵成什么样子？,0
###,你有这个心，长辈没这个意，我叔叔给他妈家里装瓷砖被各种阻挠，他妈老以为他是图谋房产。,0,,,0,,,弱势地位群体,知乎,为什么许多年轻人不喜欢回弱势地位群体过年了？,0
###,非常感谢你的分享，目前我也是这种情况，希望我也不留下太多遗憾，小时候她疼爱我，现在我要疼爱她，但我确实做不到她当年那样的耐心，唉,0,,,0,,,老人,知乎,说一说家里有一个老年痴呆症的老人是一种怎样的体验,0
###,而立之年，吃过亏，经历了社会毒打，觉得你讲得很好，希望自己能改变，更加勇敢，更加厚脸皮,0,,,0,,,弱势地位群体,知乎,什么样的人容易被人欺负？,0
###,我就喜欢去老公家村过年，放炮炮有年味。我自己家冷冷清清。除了看电视就是看电视。他家的活动我喜欢就参加不喜欢就不参加。遇到不喜欢的亲戚或者活动我就出去逛街一天,0,,,0,,,弱势地位群体,知乎,为什么许多年轻人不喜欢回弱势地位群体过年了？,0
###,事实上家长就应该这么做。,0,,,0,,,儿童,知乎,校规「学生打架，被害者一样要受罚」是否具有合理性？如果是，合理在哪方面？,0
###,没看你这个，我都想说，单身带娃本来就很难找，还不如自己努力，何必寄托在别人身上。,1,3,1,1,3,2,单亲家庭,知乎,好累啊，有没有能接受带个孩子的单亲家庭？,2
###,科比奥尼尔家里都是中产啊,0,,,0,,,儿童,知乎,弱势地位群体家的孩子不能拥有娱乐吗？,0
###,刚给一家做环卫的公司做网站，就是文中的外包公司，开始心想着环卫不都是国企下的么看完明白了,0,,,0,,,弱势地位群体,知乎,你看得起弱势地位群体么？,0
###,我还挺喜欢听你讲故事，,0,,,0,,,儿童,知乎,弱势地位群体家的孩子不配旅游吗？,0
###,如果是上下级关系呢，相信大家都有过无良的领导，脾气臭，人性差，自私，尤其是私企居多，你说自己为了不被当软柿子捏直接怼回去？,1,1,,1,3,1,弱势地位群体,知乎,什么样的人容易被人欺负？,0
###,社牛，像射手座[语塞],0,,,0,,,老人,知乎,为什么现在很多人对家里的老人都感到很反感？,0
###,很多人有意无意的忽视名叫社会进步的选项，却对底层百姓各种苛责,1,3,1,1,3,2,弱势地位群体,知乎,“弱势地位群体”面馆就餐被拒你怎么看？,2
###,管的不严是可以抽的，管理人员也抽啊,0,,,0,,,弱势地位群体,知乎,多地禁止 60 岁以上男性及 50 岁以上妇女从事建筑作业，超龄弱势地位群体未来路在何方？,0
###,很了不起，别说骗同情之类的，我想换成我，有自杀的勇气，没有这样积极向上的勇气，或者一直颓废，灰暗！,0,,,0,,,伤残人员,知乎,失去下肢是怎么生存的？,0
###,不会的，没有批捕就不至于为了逃避责任强行定罪的，我看问题不大,0,,,0,,,弱势地位群体,知乎,疑似阿里女员工案张某妻子发声「弱势群体不能只看性别，相信法律会还我丈夫一个公道」，事情可能会如何发展？,0
###,不是一个人能解决的问题，但行好事，无愧于心就好。,1,3,2,1,3,2,弱势地位群体孩子,知乎,如何评价《现实是有 63% 的弱势地位群体孩子一天高中都没上过，怎么办？》一文？,1
###,一个好朋友从小备受校园暴力后去学了跆拳道拳击为了自保没想到一学没法停下来成了黑带三段再也没人敢欺负她其实校园暴力不可怕首先自身也要有抗拒意识不要逆来顺受人善怕人欺马善被人骑光脚不怕穿鞋的世界也是这样只不过不是武力暴力而是精神暴力你弱你就得挨饿,1,3,2,1,3,2,儿童,知乎,儿童的严重程度被夸大了吗？,1
###,为什么大学了还是有这种现象，,1,3,1,0,,,儿童,知乎,被儿童过的人后来都怎么样了？,1
###,正解，就是去打校长，你要是被开除，校长就下台酷],0,,,1,3,2,儿童,知乎,校规「学生打架，被害者一样要受罚」是否具有合理性？如果是，合理在哪方面？,0
###,我记得还有一个模拟拍摄拐卖小孩的视频。演员当众抱起小演员就走，旁人不管不问,0,,,0,,,妇女,知乎,你怎么看微博上「和颐酒店女生遇袭」这件事,0
###,历史上基层士兵都是拿不到饷的，原因嘛,1,2,,1,2,,弱势地位群体,知乎,你看得起弱势地位群体么？,0
###,老师管不了，家长管不了，就该警察管了,1,3,2,1,3,2,儿童,知乎,儿童的严重程度被夸大了吗？,1
###,这个对女性不友好的地方就在于因为生育问题和传统重男轻女的习惯，资源重点倾斜在男性，对女性不在意造成的,1,3,1,1,3,2,妇女,知乎,为什么妇女是弱势群体？您怎么看?,2
###,说到底，还是有些行业有问题，不关注员工的健康卫生,1,3,1,1,3,1,弱势地位群体,知乎,“弱势地位群体”面馆就餐被拒你怎么看？,3
###,但读书确实能够成功，最起码有一些可能性，比玩到最后打工靠谱一些。,1,3,2,1,3,2,儿童,知乎,弱势地位群体家的孩子不能拥有娱乐吗？,1
###,富二代纨绔子弟也很多。未来生活没啥压力，学习动力不足。还是得看父母的教育。,0,,,0,,,儿童,知乎,弱势地位群体家的孩子不能拥有娱乐吗？,0
###,孩童时期最天真的举动也往往带有残忍,0,,,0,,,儿童,知乎,儿童的严重程度被夸大了吗？,0
###,觉得自己很幸运，从小到大的班上气氛都特别好，从来没有什么校园欺凌，我们学校真的特别好呜呜呜,0,,,0,,,儿童,知乎,儿童的严重程度被夸大了吗？,0
###,现在不少地方政府外包，购买环卫服务，机器为主辅以人工，政府本身不再招募环卫弱势地位群体，很多环卫弱势地位群体是对老年人带照顾福利色彩的,1,3,2,1,3,2,弱势地位群体,知乎,你看得起弱势地位群体么？,1
###,见到的人越多，我越喜欢狗[害羞],0,,,1,2,,弱势地位群体,知乎,什么样的人容易被人欺负？,0
###,人有时还不如狗?,0,,,0,,,儿童,知乎,校规「学生打架，被害者一样要受罚」是否具有合理性？如果是，合理在哪方面？,0
###,你发现了个bug[飙泪笑],0,,,0,,,儿童,知乎,蜜雪冰城非法雇佣15岁的辍学女儿童被罚1.25万元，这是帮助了她还是害了她呢？,0
###,上午罚完钱，下午就邀功，下了班晚上去放松放松，嘿你说巧不，正好点到了这个女孩，等服务完还得点根烟教育她“年纪轻轻的别做这个，去外面找个正经工作惊喜],1,2,,1,2,,儿童,知乎,蜜雪冰城非法雇佣15岁的辍学女儿童被罚1.25万元，这是帮助了她还是害了她呢？,0
###,五十年不至于，十年差不多[赞同],0,,,0,,,妇女,知乎,如何看待轮椅上的小仙女陈小平因无障碍坡道坡度太高而导致轮椅侧翻，摔倒后重伤去世一事？,0
###,仔细一想，这哪是史家庄啊，这不是大名府吗？,0,,,0,,,弱势地位群体,知乎,很多下岗职工妻子为生活所迫去卖身，为什么更贫困的农民没有这种现象呢？,0
###,我前段时间她真的言语上十节课八节课都在说我受够了,0,,,0,,,儿童,知乎,被儿童过的人后来都怎么样了？,0
###,人口多了，啥喷子都会有的。,0,,,0,,,普通人,知乎,如何看待重庆某市民建议公租房建设游泳池？,0
###,我和我妈妈出去吃饭，在一家淮南牛肉汤小馆子。我们点完饭之后，晚饭一群附近工地上的弱势地位群体也去了，七八个人，光着膀子，衣服随便一放，手机外放声音贼大。饭上来了，他们一群人开着黄腔高谈阔论，满口mlgb和cnm，还哐哐拍桌子。我凭啥吃饭遭这个罪啊,1,1,,1,1,,弱势地位群体,知乎,“弱势地位群体”面馆就餐被拒你怎么看？,0
###,因为处理简单所以不需要真相，他们要的是结果，具体是否真实就不是要考虑的了，这和上世纪末国内的冤案错案四起可以说是一模一样,1,1,,1,3,2,儿童,知乎,校规「学生打架，被害者一样要受罚」是否具有合理性？如果是，合理在哪方面？,0
###,啥临时工？那叫灵活就业人员[大笑],1,3,1,1,3,1,弱势地位群体,知乎,中国有 14 亿人，为何工厂还会陷入用工荒？,3
###,我一直觉得知乎已经快完了，能看到这个答案，我觉得暂时还没有我想像的那么快[赞同],1,1,,0,,,弱势地位群体,知乎,“弱势地位群体”面馆就餐被拒你怎么看？,0
###,或者这样说这些狗不是被拿来当宝的，而是被利用的不止两只狗，而是成百上千只何况，宰了两只狗，但给其他狗立下了规矩。,1,2,,1,2,,儿童,知乎,校规「学生打架，被害者一样要受罚」是否具有合理性？如果是，合理在哪方面？,0
###,和我的境遇差不多抱抱(づづ我们要明确这是性质恶劣的事情，而非小事祝好?,0,,,0,,,妇女,知乎,大家如何看待太原师范学院「女生自述遭受室友的儿童」事件？,0
###,看见这个人就头疼，搞读书都能搞出宗教感来…,1,2,,1,2,,弱势地位群体孩子,知乎,如何评价《现实是有 63% 的弱势地位群体孩子一天高中都没上过，怎么办？》一文？,0
###,别说造反，wg还有一群牛鬼蛇神在批判呢,1,2,,1,2,,弱势地位群体,知乎,你看得起弱势地位群体么？,0
